name,active,comment,info_link,portrait_link
"TELFORD, Ian R.",1941-,"Illustrator, botanist",,portrait
"TENISON-WOODS, Julian Edmund, Rev.",1832-1889,"Naturalist, geologist, palaeobotanist, missionary",notes,portrait
"TEPPER, Isabella (Belle) Wilhelmina Victoria",1870-1966,"Collected for Mueller in NSW, SA",notes,
"TEPPER, Johann Gottlieb Otto",1841-1923,"Teacher, botanist",notes,portrait
"TEPPER, John William Otto",1868–1859,"Telegraphist, son of J.G.O.Tepper",notes,portrait
"THACKER, Ma., Mg. &amp; I.",,Water colour artists,,
"THAITE, J.",,,,
"THALER, Kurt Franz",1939-2012,"Botanic gardens ranger, photographer",notes,
"THIELE, Kevin R.",fl. 1980s-2000s,"Botanist, illustrator, herbarium director",notes,portrait
"THIERS, Barbara",fl. 1984,Bryologist,,
"THIES, Arthur Wolfgang",1918-2013,Bryologist,notes,portrait
"THIESS, Barbara, Dr",,Botanist,,
"THOM, Robert, Rev.",1846-1928,Clergyman,,
"THOMAS, E. A.",fl. 1911-12,,,
"THOMAS, Narelle",fl. 2000s,Botanical illustrator,notes,
"THOMPSON, Donald, Dr",,Anthropologist,,
"THOMPSON, Joy, Mrs, nee GARDEN*",1923–2018,"Herbarium botanist, NSW",notes,
"THOMPSON, Silvanus",1818-1881,"Schoolmaster, phytologist",,
"THOMSON, Bruce G.",1956-,"Herbarium botanist, NT",,
"THOMSON, Estelle",1894-1953,"Wildflower painter, illustrator, Qld.",notes,portrait
"THORNE, Robert Folger (Bob)",1920-2015,"Gardens Director, taxonomist palaeobotanist, USA",notes,
"THORNTON, Edith, Miss",1860-1909,Collected for Mueller in NSW.,notes,
"THORNTON, R. F.",fl. 1887-95,Pastoralist,,
"THORPE, T. S.",fl. 1885-1886,Algae collector,,
"THOZET, Anthelme",1826-1878,"Botanical collector farmer, horticulturist",notes,
"THOZET, Maria Isabella, Mrs",1836-1923,Collected for Mueller in Qld.,notes,
"THROWER, Stella L., Dr*",1925-,Botanist,,
"THURTELL, K.",fl. 1970s,,,
"TIETKINS, William Henry [Harry]",1844-1933,"Surveyer, explorer, plant collector,  mostly SA",notes,portrait
"TILDEN, Josephine E., Dr",fl. 1912-1936,Botanist,,
"TIMS, Jacqueline Dian Joan, Dr",1943-,"Palaeobotanist, public servant",,
"TINDALE, Mary Douglas, Dr",1920-2011,"Botanist, pteridologist, Acacia specialist, NSW",notes,portrait
"TINGAY, Susan",1949-,Botanical artist,,
"TIPPETT, W. E., Rev.",,,,
"TISDALL, Henry Thomas Normanton",1836-1905,"Teacher, educationalist, cryptogamist, Vic.",notes,portrait
"TOBIN, George",1768-1838,"Artist, naturalist",,
"TODD, Mary Anne*",1922-2006,Botanist,notes,
"TODT, Emil",c. 1810-1900,"Sculptor, botanical illustrator, Vic.",notes,portrait
"TOELKEN, Hellmut, Dr.",1940- fl. 1980s,Botanist,,
"TOEPPER, G. A.",fl. c. 1870s,,,
"TOFFT, Alfred George",1861-1930,"from Tasmania, collected plants in Queensland",,
"TOLL, Florence Kate (later Mrs SULLIVAN)",1869-1950,Collected plants for Mueller in WA.,notes,
"TOMLINS, W. H., Dr",fl. 1900s,,,
"TOMS, C.",fl. early 1900s,Botanical artist,notes,
"TONELLI, Peter",1945-,"Tasmanian orchid collector, photographer",notes,portrait
"TOPP, Charles Alfred",1847-ext.1908,Public servant,,
"TOTTERDELL, Colin Joseph",1928-2012,"Professional photographer, esp. CSIRO Plant Industry",,portrait
"TOUW. A., Dr*",1935-,"Biologist, curator of bryophytes",,
"TOVEY, James Richard",1873-1922,Botanist,,
"TOWARD, D.",fl. 1839,Gardener,,
"TOWGOOD,",fl. 1878,,,
"TOWNROW, Jocelyn Elizabeth Suzanne, Dr",1932-,"Botanist, agrostologist",,
"TOWNROW, John A., Dr",1950-1985,"Botanist, palaeobotanist",,
"TOWNSHEND,",fl. 1906,Lichen collector,,
"TOZER, Horatio",-1866,Botanist,,
"TRACEY, John Geoffrey",1930-2004,Rainforest Ecologist,notes,
"TRACEY, L. J.",fl. 1970s,Ecologist,,
"TRAPNELL, Walter George",fl. 1960s-80s,"Horticulturist, botanical, explorer",,
"TRATMAN, Frank, Dr",1860-1926,"Surgeon, physician, naturalist",,portrait
"TREGELLAS, Thomas Henry",1864-1938,Ornithologist,,
"TRESIZE, Peter",fl. 1970s,,,
"TRETHEWIE, Harold",c.1920-,"Farmer, photographer",,
"TREYVAUD, Hector Henderson",1867-1920,Schoolmaster,,
"TRIMMER, Sophia Jane (later Mrs CAMPBELL)",1839-1890,Collected for Mueller in WA,notes,
"TRUDGEN, Malcolm Eric",1951-,Botanist,,
"TRUDINGER, Rev.",,,,
"TRUMBLE, Hugh Christian",1903-1960,Agrostologist,,
"TRYON, Henry",1856-1943,"Government Pathologist, entomologist",notes,
"TUCKER, Gerard",1854-1930,Farmer,,
"TUNSTALL, Ronald George",1950–2005,Orchid collector,,
"TURNBULL, John Wright",1940-,Forest researcher,notes,
"TURNER, Frederick",1852-1939,Argicultural botanist agronomist,notes,portrait
"TURNER, G. R.",fl. 1911,,,
"TURNER, George Edward, Rev.",1810-1869,"Horticulturist, microscopist",notes,
"TURNER, James Francis, Rt.Rev.",1829-93,Anglican clergyman,,
"TURNER, John Desmond",1931-,Forestry officer,notes,
"TURNER, John Stewart, Prof.",1908-,"Botanist, physiologist, artist",,
"TURNER, Miss",fl.1887,"Collected for Mueller at Serviceton, Vic.",,
"TURNER, R. E.",fl. 1906,Phycologist,,
"TURNER, Richard James",1931-,"Ecologist, planner",,
"TURNER, William L., Prof.",,,,
"TURPIN, (son of P. J. F.Turpin)",fl. 1816-1830,Botanical artist,notes,
"TURPIN, Pierre-Jean-Francois",1775-1840,"Soldier, botanical artist",notes,
"TWELVETREES, H. H.",fl. 1887,Surveyor,,
"TWINING, Elizabeth",1805-1889,"Botanical artist, often of Aust. plants, England",,
"TWYNAM, Emily Rose",1845-1910,"Artist, embroiderer, wood-carver",notes,portrait
"TYLEE, Andrew",,Agriculturist,,
"TYLER, Peter Alfred, Dr*",1936-,"Botanist, Itmnologist",,
"TYROFF, Hermann Jakob",1742-c.1800,Botanical engraver,notes,
"TYSON, Isaac",?1859-1942,,,
"UHLHERR, Peter",fl. 1969-70,Botanist,,
"UNWIN, Ernest Ewart",1881-1944,Botanist,,
"UPTON, Walter T.",1922-2012,"Orchid collector, breeder, illustrator",notes,portrait
"URBAN, (Evelyn) Anne (n&eacute;e Fannin)",1926-2012,"Author of &quot;Wildflowers and Plants of Central Australia&quot;, plant photographer, sister of Peter Fannin",,
"URQUHART, Miss",,,,
"URVILLE, J.S.C.D.d', see D'URVILLE",,,,
"VALDER, Peter",fl. 1980s,"Botanist, mycologist",,
"VAN BALGOOY, Max Michael Josephus*",1932,"Java-born botanist/collector, Pacific flora, incl. Aust., based in Leiden",notes,portrait
"VAN DILLEWIJN, C.",fl. 1952,"Botanist, physiologist",,
"VAN STEENIS, Cornelis Gijsbert Gerrit Jan, Prof. Dr",1901-1986,"Botanist, author",notes,portrait
"VAN ZANTEN, Bernard Otto, Dr",1927-,"Bryologist, botanist",,
"VANE, N.",fl. 1950s-60s,,,
"VEITCH, James Herbert",1868-1907,"Nurseryman, commercial plant collector",notes,portrait
"VEITCH, John Gould",1839-1870,"Nurseryman, commercial plant collector",notes,portrait
"VENNING, Julianne, Dr",fl. 1980s,Botanist,,
VENTURI,fl. 1888-92,Botanist,,
"VERDCOURT, Bernard",1925-2011,British botanist worked mainly Africa and Kew,notes,portrait
"VERDON, Douglas",1920-2000,"Landscape gardener, herbarium technician, lichenologist",notes,portrait
"VERNON, Lee*",1955-,,,
"VERNON, William",1811-1890,Gardener,notes,portrait
"VERREAUX, Jules Pierre",1807-1873,"Naturalist, lichenologist",notes,
"VICARY, Nathaniel, Major",fl. 1835-59,Army officer,notes,
"VICKERY, Joyce Winifred, Dr*",1908-1979,"Herbarium botanist, agrostologist, NSW",notes,portrait
VICTOR,fl. 1816-1829,Botanical engraver,notes,
"VIDLER, Edward Alexander",1863-1943,"Naturalist, bookman, literary adviser",,
"VILLIAMS, William Thomas, Dr",1913-,Numerical taxonomist,,
"VINCENT, Adele V.",fl. 1920-30,Palaeobotanist,,
"VINCENT, Drewe Thomas",1963-,Nurseryman,notes,
"VINK, Wilhelm, Dr*",1931-,"Dutch botanist, ex Leyden, worked in New Guinea, some time with Roy Pullen, PNG",,portrait
VIRRKI,fl. 1950,Palaeobotanist,,
"VITT, Dale H., Dr*",1944-,Systematic botanist,,
"VLAMINGH, Willem de",fl. 1697,Dutch explorer,notes,
"VOGAN, Arthur James",1859-1948,"Explorer, journalist, archaeologist",,
"VON BLANDOWSKI, J.W.T.L., see BLANDOWSKI",,,,
"VON FERNSEE, H.R.W., see WAWRA von FERNSEE",,,,
"VON GOEBEL, K.I.E., see GOEBEL",,,,
"VON GUERARD, Eugene",1811 - 1901,"Artist, traveller, master at Victorian art school",notes,portrait
"VON HUGEL, K.A.A.F., see HUGEL",,,,
"VON LENDENFELD, R. see LENDENFELD",,,,
"VON MARTENS, G.M., see MARTENS",,,,
"VON MUELLER, F.J.H, see MUELLER",,,,
"VON MYGIND, F., see MYGIND",,,,
"VON SCHOMBURGK, M.R., see SCHOMBURGK",,,,
"VON SZENT-LELER, J.K., see KOVATS",,,,
"VOS, Hubertus",1933-,"Nurseryman, forestry technician",notes,
"VROLAND, Anton W.R.",fl. 1936,Botanist,,
"WACE, Nigel Morritt",1929-2005,"Geographer, weed/island ecologist, SA, ACT",notes,
"WADDELL, Winifred, Miss",1884-1972,"Teacher, writer, conservationist",,
"WADDY, Julie Anne*",1944-,"Soils chemist, ethnobiologist",,
"WADHAM, Samuel M., Prof.",,"Agriculturalist, lecturer",,
"WAGSTAFF, Barbara E.",1950-,Palynologist,,
"WAITE, Edgar Ravenswood",1866-1928,"Zoologist, biologist, scientist",,
"WAKEFIELD, Norman Arthur",1918-1972,"Teacher, naturalist, biologist, Vic",notes,
"WAKLEY, E. Mrs",fl.1889,"Collected for Mueller in New England, NSW",,
"WALCOTT, Pemberton",?1835-1883,"Fisheries Inspector, explorer",,
"WALKER, Alexander",fl. 1860,,,
"WALKER, Anna (Annie) Frances, Miss",1830-1913,"Wildflower painter, author, collector, Tas. and NSW.",notes,portrait
"WALKER, D.",,,,
"WALKER, H. Mrs",fl.1890,Collected for Mueller inland Qld.,,
"WALKER, James, Rev.",1794-1854,"Headmaster, Reverend, UK, NSW",notes,portrait
"WALKER, L.C. Mrs",fl.1893,"Collected for Mueller at Barcoo, Qld.",,
"WALKER, M.L. Mrs",fl.1894,"Collected for Mueller at Dunrobin, Qld.",,
"WALKER, Mary Elizabeth (as Mrs Mary WALKER)",1848-1920,Collected for Mueller in Qld,notes,
"WALKER, Mary, Miss",fl.1890,"Collected for Mueller at Barcoo, Jericho, Qld",,
"WALKINGTON, W.B.",fl. 1895,,,
"WALKOM, Arthur Bache, Dr",fl. 1915-25,"Geologist, palaeobotanist",,
"WALL, Clifford",fl. 1934-39,"SA government artist lithographer, weed illustrator, SA",notes,
"WALLACE, Alfred Russell",1823-1913,"Naturalist, explorer",,
"WALLACE, Benjamin (Ben) John*",1947-,"Botanist, horticulturalist, gardens curator",,portrait
"WALLACE, Ian",fl. 2000s,"Orchardist, botanical artist, specialising in Banksia",,
"WALLACE, M., Miss",,,,
"WALLACE, S. P.",1955-,Curator Coffs Harbour Forestry Herbarium ~1990,,
"WALLACE, Stephen Hubert Christian",1888-1918,"Teacher, serviceman, Vic, WA",notes,
"WALSH, F.",,,,
"WALSH, Gwen",fl. 1940s,"Botanical artist, illustrator, SA",notes,
"WALSH, H.",,,,
"WALSH, Neville",1956-,"Herbarium botanist, mainly Victorian",,portrait
"WALTER, Carl",1831-1907,"Photographer, amateur botanist, museum classifier, Vic, NSW",notes,
"WALTER, Erna, Mrs, nee SCHENCK",1893-,Lichenologist,,
"WALTER, Mary, Mrs, nee CRONIN",,,,
"WALTERS, Neville E.M.",,Mycologist,,
"WALTON, John, Prof.",1895-1971,Palaeobotanist,,
"WANNAN, Bruce S.",1959-,"Botanist, collector, environmental scientist, NSW",notes,
"WAPSTRA, Annie",1942-,Tasmanian orchid collector,notes,portrait
"WAPSTRA, Hans",1943-,Tasmanian orchid collector,notes,portrait
"WARBOYS, Warren",fl. 1970s-80s,Nursery supervisor,,
"WARBURTON, Mary Egerton (later Mrs ROGERS)",fl. 1870,Collected for Mueller in WA,notes,
"WARBURTON, Peter Egerton, Major",1813-1889,"Soldier, explorer",notes,portrait
"WARBURTON, Richard
      Egerton",1840-1917,Collected for Mueller in WA,,
"WARBURTON, Winifred Egerton (later Mrs HASSELL)",1880-1973,Collected for Mueller in WA,notes,
"WARBY, Queenie, Miss (familial name for one of 3 sisters)",fl.1894-95,Collected for Mueller in NSW,notes,
"WARCUP, J.H.",1921-,Mycologist,,
"WARD, Edward Naunton",1871-1934,"Gardens Superintendent, Vic, NSW",notes,
"WARD, G.",fl. 1960s,,,
"WARDMAN, Ronald James",1955-,"Forestry researcher, ACT, Tas",notes,
"WARDROP, Catherine",1971-,"Botanical illustrator, NSW",notes,portrait
"WARE, C.K.",,,,
"WARHAM, A.J., Mrs",fl. 1957,,,
"WARK, Margaret",fl. 1980s,Research scientist,,
"WARREN,",fl. 1800,Botanical engraver,notes,
"WARREN, William Henry",1852-1926,Civil Engineer,notes,portrait
"WASSELL, Joseph Leathom Hole",1908-1966,"Biological collector, esp. orchids, north Qld",notes,
"WATERHOUSE, Frederick George",1815-1898,"Naturalist, museum curator",,
"WATERHOUSE, J.L.",,,,
"WATERHOUSE, John Teast",1924-1983,"Botanist, university lecturer","notes
        obit",
"WATERMAN, William",fl. 1846-50s,Gardens overseer,,
"WATKINS, Dorothy M., Miss",fl. 1913,Botanical artist,notes,
"WATKINS, George",1848-1916,"Pharmacist, naturalist, Qld",notes,
"WATLING, Roy, Dr*",1938-,mycologist,,
"WATLING, Thomas",1762-c.1814,"Natural history artist, forger",notes,
"WATSON, C., Miss",,,,
"WATSON, Colin",fl. 1980s,Artist,,
"WATSON, Eric Mervyn, Dr",1903-1971,Phytochemist,notes,
"WATSON, Ina M.",fl 1960s,"Radiographer, photographer, ornithologist",,
"WATSON, J.",,,,
"WATSON, L.",,,,
"WATSON, Robert",fl. 1889,,,
"WATTS, Gregory J.",1955-,Director Coffs Harbour Forestry Herbarium ~1990,,
"WATTS, Henry",1828-1889,"Microscopist, phycologist",notes,
"WATTS, J.",fl. 1820s,"Botanical etcher and engraver, England",notes,
"WATTS, S.",1820-1845,Botanical engraver,notes,
"WATTS, William Walter, Rev.",1856-1920,"Botanist (ferns &amp; mosses), phytochemist, NSW",notes,portrait
"WAWRA von FERNSEE, Heinrich Ritter",1831-1887,"Surgeon, botanist, lichenologist",,
"WEBB, Jim",1926-2012,ANU Botany Dept,,portrait
"WEBB, John Allan, Dr",,"Geologist, palaeobotanist",,
"WEBB, L.T.",fl. 1848,"Author, botanist",,
"WEBB, Leonard James, Dr",1920-2008,"Botanist, ecologist",notes,portrait
"WEBB, Lucy nee MEW/S",1855-1938,Collected for Mueller in WA,notes,
"WEBB, Miss",fl.1889,"Collected for Mueller in St Vincent Gulf, SA",,
"WEBB, W.H.",fl. 1901-10,,,
"WEBB, William",?1834-1897,Dealer in natural history specimens,,
WEBER,fl. 1880,,,
"WEBER, Joseph Zvonko (Joe)*",1930-1996,"Herbarium botanist, SA",notes,portrait
"WEBER, William Alfred",1918-,"Lichenologist, bryologist, Professor, USA",notes,portrait
"WEBSTER, Grady L., Prof.",1927-2005,"Botanist, Systematics Programme Director, USA",notes,portrait
"WEBSTER, Leonard Clarke",1870-1942,"Medical practitioner, WA, Tas",notes,
"WEBSTER, W., Rev.",fl. 1881,,,
"WEDDELL,",fl. 1820s,Botanical engraver (did not visit Aust.),notes,
"WEEKS, R. C.",fl. 1960s,Lichen collector,,
"WEHL, Arthur (son of Dr. J.D.E. WEHL)",,Collected for Mueller in ?SA,,
"WEHL, Clara Christine Marie, Mrs",c.1833-1901,,,
"WEHL, H. J. Mary, Miss see WEHL, E. P. D",fl. 1890s,,,
"WEHL, J. D. E.,",,,,
"WEHL, Johann Dietrich Eduard (Edward)  (also as Dr. P.D. WEHL)",1823-1876,"Goldminer, physician, surgeon, mostly SA",notes,portrait
"WEHL, Louise Therese, (later Mrs MATTHIESSEN)",1860-1952,Collected for Mueller in SA,notes,
"WEHL, Marie Magdalene",1862-1960,"Collected for Mueller in SA, Qld",notes,portrait
"WEHL, Meta Agnes",1875-1974,Collected for Mueller in SA,notes,portrait
"WEIDENBACH, Max",fl. 1858,,,
"WEINDORFER, Gustav",1873-1932,"Diplomat, naturalist,  chalet manager, Vic, Tas",notes,portrait
"WEINDORFER, Kate J., nee COWLE",-1916,"Naturalist, wife of Gustav Weindorfer",notes,
"WEIR, John",,,,
"WEIR, Thomas",fl. 1887-90,,,
"WEITZ, Carl",fl. 1833-1857,Botanical artist (did not visit Aust.),notes,
"WELCH, Marcus Baldwin",1895-1942,"Economic botanist, chemist, NSW",notes,
"WELLS, Julia Susanna  (later Mrs HARRIS)",1842-1911,Collected for Mueller in WA,notes,
"WELLSTEAD, J.",fl. 1909,,,
"WENDEL, Abraham Jacobus",1826-1915,Botanical artist (did not visit Aust.),notes,
"WENDLAND, Johann Christoph",1775-1828,"European horticulturist, artist (did not visit Aust.)",notes,
"WENHOLZ, H.",fl. 1912-13,,,
"WENTWORTH, William Charles",1885-1939,Forester,notes,
"WERNER, Colleen",fl. 2000s,Botanical illustrator,notes,
"WEST, Judith Gay Dr*",1949–,"Botanist, herbarium director, parks science manager, ACT",notes,portrait
"WESTALL, William",1781-1850,Artist on the Investigator,notes,portrait
"WESTE, Gretna Margaret, Dr*",1917-2006,"Botanist, mycologist wood pathologist, Vic",notes,portrait
"WESTERMAN, John",fl. 1970s,Botanical photographer,,
"WESTMACOTT, Marion",fl. 1990s,Botanical illustrator,notes,portrait
"WESTON, Arthur Stewart, Dr",1932–2019,"Botanist, ecologist",,
"WESTON, Peter Henry, Dr*",1956-,Botanist,,
"WESTON, Thomas Charles George",1886-1935,"Gardener, parks administrator, NSW, ACT",notes,portrait
"WETMORE, Clifford",,Lichenologist,,
"WETTENHALL, Henry Norman Burgess, Dr",1915-,"senior physician, endocrinologist, natrualist",,
"WEYMOUTH, William Anderson",1842-1928,Bryologist,,portrait
"WHAITE, J.",,Amateur botanist,,
"WHAITE, T.",fl. 1940s-60s,,,
"WHALEN, Anthony",fl. 1990s,Botanist,,portrait
"WHAN, William Taylor, Rev.",1829-1901,"Presbyterian minister, botanical collector, phycologist, Vic",notes,
"WHEELER, Christopher John",1953-,Wildlife Resources officer,,
"WHEELER, D. J. B.",fl. 1970s-80s,Botanist,,
"WHEELER, Judith Roderick*",1944-,"Herbarium botanist, WA",,
"WHEELER, W. F., Dr",fl. 1861-62,Surgeon,,
WHETTON,,,,
"WHIBLEY, David John Edward*",1936-,"Botanist, author",,
"WHIFFIN, Trevor Paul, Dr",1947-,Botanist,,
"WHINRAY, John Stuart*",1940-,"Naturalist, botanist",,
"WHITBREAD, Greg",fl. 1980-2010s,"Herbarium technician, digital data manager",,portrait
"WHITE-HANEY, Jean [Janet] Rose, Dr",?1892-1953,Botanist,,
"WHITE, C. A.",,,,
"WHITE, Charles",1773-1794,An  engraver  for the copperplates for Banks' Florilegium,,
"WHITE, Cyril Tenison",1890-1950,"Government Botanist, author, illustrator, Qld",notes,portrait
"WHITE, Douglas Elwood",1910-1965,Plant chemist,,
"WHITE, Gordon J.",fl.1990,"Curator, Armidale Uni Herbarium, NSW",,
"WHITE, Henry Luke",1860-1927,"Grazier, philatelist, ornithologist",,
"WHITE, John",c.1756-1832,"Surgeon-General, naturalist",notes,
"WHITE, L. H.",1906-07,Lichen collector,,
"WHITE, Mary Dunbar, Miss",1910-,"School teacher, artist",,
"WHITE, Mary Elizabeth, Mrs",1926-2018,"Palaeobotanist, author, NSW",notes,portrait
"WHITE, Samuel Albert",1870-1954,"Ornithologist, plant collector, explorer, SA",notes,portrait
"WHITE, Tyrone",,,,
"WHITEHEAD, Brian",fl. 1960s-70s,,,
"WHITEHILL, Tony",fl. 1970s,,,
"WHITEHOUSE, Frederick William",1900-1973,"Geologist, bryologist, naturalist, Qld.",notes,portrait
"WHITELEGGE, Thomas",1850-1927,"Museum assistant, bryologist",,
"WHITFIELD, G",,,,
"WHITTAKER, Joseph",1815-1894,"Teacher, gardener, UK, SA",notes,
"WHITTERON, Frederick",fl. 1890-1901,Bryologist,,
"WIAKABU, Joseph (Joe)",?-2007,Field collector in Papua New Guinea,notes,portrait
"WIBURD, James Carvosso",c.1867-1942,"Superintendent of Jenolan Caves, NSW",notes,portrait
"WICKHAM, John Clements, Capt.",1798-1864,"Naval Officer, explorer",,portrait
"WIFFIN, Trevor Paul",1947-,"Rainforest botanist, UK, USA, Vic",notes,portrait
"WIGHTMAN, Glen Mitchell*",1961-,"Herbarium botanist, NT",notes,
"WILCOX, James Fowler",1823-1881,"Naturalist, dealer, collected for Mueller",notes,
"WILCOX, Mary Anne nee WEST",1831-1892,Collected for Mueller in NSW,notes,
"WILD, Charles James",1853–1923,"Bryophyte collector, Qld",notes,
"WILES, James",1768-1851,Gardener/collector on Bligh's expedition,notes,
"WILES, James",fl. 1890s-1906,Botanist,,
"WILHELMI, Johanna Friedrich Carl",1829-1884,"Gardens administrator, botanist, anthropologist, SA, Vic, NSW",notes,portrait
"WILKIE, John Henry",1902-1997,"Gold prospector, orchid collector, north Qld",notes,portrait
"WILKINS, Annie Mary, (nee ADAMS)",1874-1931,"Domestic worker, wildflower exhibitor, WA",notes,
"WILKINS, George Herbert",1888-1958,,,
"WILKINSON, Charles Smith",1843-1891,"Surveyor, geologist, explorer, Vic",notes,portrait
"WILKINSON, Frederic Thomas (Tom)",1921-2010,"Farmer, rural salesman, naturalist,",,portrait
"WILLIAM, M. [or Mr]",,,,
"WILLIAMS, Ann",,,,
"WILLIAMS, Florence Elizabeth",1833-1915,"Artist, natural history painter, UK, NSW, Tas",notes,
"WILLIAMS, John Beaumont*",1932-2005,"Botanist, ecologist, NSW",notes,
"WILLIAMS, Keith Albert Walter",1916-2003,"Psychiatric nurse, photographer, naturalist, author, Qld",notes,
"WILLIAMS, Lindley D.",,"Farmer, botanist",,
"WILLIAMS, Reginald George*",1935-,Bushwalker,,
"WILLIAMS, W. Lloyd",-1968,"Teacher, naturalist, author, editor",,
"WILLIAMSON, Herbert Bennett",1860-1931,"Teacher, botanist, naturalist, Vic",notes,portrait
"WILLIAMSON, Kathleen Mary",1939-,Tasmanian orchid collector,notes,portrait
"WILLIAMSON, Ronald Herbert",1931-,Tasmanian orchid collector,notes,portrait
"WILLING, Tim*",1950-,"Botanist, nurseryman",,
"WILLIS, H.",fl. 1892,,,
"WILLIS, James Hamlyn, Dr*",1910-1995,"Botanist, author, photographer, Vic",notes,portrait
"WILLS, F. C.",fl. c.1900,"Illustrator, ?Qld",notes,
"WILSON, A. B.",fl. 1980S,Biologist,,
"WILSON, Barbara",fl. 1980S,Biologist,,
"WILSON, Francis Robert Muter, Rev.",1832-1903,"Presbyterian minister, amateur botanist, Vic",notes,
"WILSON, Herbert Ward, Major",1877-1955,"Educationalist, naturalist, illustrator, Vic",notes,portrait
"WILSON, Hugh D.*",1945-,Botanist,,
"WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,,
"WILSON, John Bracebridge",1828-1895,"Headmaster, phycologist, naturalist, Vic",notes,portrait
"WILSON, Karen Louise, Mrs, nee SOLLING",1950-,Botanist,,portrait
"WILSON, L. L.",fl. 1930s-80s,,,
"WILSON, Margaret [nee MENADUE]",1942-,Botanical artist,,
"WILSON, Matilda, Mrs, nee KING",1837-1909,Flower painter,,
"WILSON, Paul Graham*",1928-,"Herbarium botanist, writer, SA, WA",,portrait
"WILSON, Peter Gordon, Dr*",1950-,Botanist,,
"WILSON, R. M., Rev.",fl. 1896,Lichen collector,,
"WILSON, Samuel, Sir",1832-1895,"Pastoralist, politician",,
"WILSON, Thomas Braidwood",1792-1843,"Surgeon, explorer, pastoralist",,portrait
